@relation name

@attribute #1_id string
@attribute #1_span string
@attribute #1_perseus:LEMMA string
@attribute #1_perseus:case string
@attribute #1_perseus:cite string
@attribute #1_perseus:form string
@attribute #1_perseus:gender string
@attribute #1_perseus:number string
@attribute #1_perseus:part-of-speech string
@attribute #1_perseus:postag string
@attribute #1_perseus:sense string
@attribute #1_perseus:urn string
@attribute #1_saltSemantics:POS string

@data
'1038728','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'356308','quo','qui','ablative','NULL','quo','neuter','singular','pronoun','p-s---nb-','1','NULL','pronoun'
'351363','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'552165','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'349209','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.14\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.14','pronoun'
'1038641','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'999885','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'598854','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'590073','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'548385','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'351384','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'596117','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'356297','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'598871','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'351390','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'552188','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1038678','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'596072','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'552206','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1042955','quoi','qui','dative','NULL','quoi','neuter','singular','pronoun','p-s---nd-','1','NULL','pronoun'
'548423','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'546528','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1038661','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'552211','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'351351','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'569636','Quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.750\'>Text<\/a>','Quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0959.phi006:1.750','pronoun'
'1042976','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'1036760','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'356265','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'590098','cuius','qui','genitive','NULL','cuius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'546520','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'550277','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'996905','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'351359','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'999867','qua','qui','nominative','NULL','qua','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'590123','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'589133','cuius','qui','genitive','NULL','cuius','feminine','singular','pronoun','p-s---fg-','1','NULL','pronoun'
'592317','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'999042','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'554184','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'596169','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'349264','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.14\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.14','pronoun'
'351445','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'351441','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'554208','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'596177','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'552249','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'554193','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1043001','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1043006','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1036662','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1041118','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'552261','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'590150','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'999785','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'354017','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'356219','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'1415152','cui','qui','dative','NULL','cui','feminine','singular','pronoun','p-s---fd-','1','NULL','pronoun'
'548355','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'356197','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'552275','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1043027','qui','qui','NULL','NULL','qui','NULL','NULL','conjunction','c--------','1','NULL','conjunction'
'354046','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'590175','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'554176','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'351412','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'354037','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'1045431','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'349219','Quorum','qui','genitive','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.14\'>Text<\/a>','Quorum','masculine','plural','pronoun','p-p---mg-','1','urn:cts:latinLit:phi0448.phi001:2.14','pronoun'
'354035','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1415137','quibus','qui','dative','NULL','quibus','feminine','plural','pronoun','p-p---fd-','1','NULL','pronoun'
'547205','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1036152','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'351030','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'567186','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.409\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0959.phi006:1.409','pronoun'
'549451','cui','qui','dative','NULL','cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'1041734','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'591569','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'547209','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'567195','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.410\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0959.phi006:1.410','pronoun'
'551643','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'354290','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'352367','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'547219','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'553771','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'567170','Quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.407\'>Text<\/a>','Quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0959.phi006:1.407','pronoun'
'349107','quod','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.9\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---nn-','1','urn:cts:latinLit:phi0448.phi001:2.9','pronoun'
'351019','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354297','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1043914','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043894','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1039974','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'1036182','qua','qui','NULL','NULL','qua','NULL','NULL','adverb','d--------','1','NULL','adverb'
'349131','cui','qui','dative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.9\'>Text<\/a>','cui','neuter','singular','pronoun','p-s---nd-','1','urn:cts:latinLit:phi0448.phi001:2.9','pronoun'
'547182','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1037811','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'354318','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354323','quo','qui','ablative','NULL','quo','neuter','singular','pronoun','p-s---nb-','1','NULL','pronoun'
'1417118','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'349151','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.9\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.9','pronoun'
'1037798','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'593472','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1037793','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'997691','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1043860','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'1041678','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'349035','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.7\'>Text<\/a>','quae','neuter','plural','pronoun','p-p---nn-','1','urn:cts:latinLit:phi0448.phi001:2.7','pronoun'
'1041666','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'593422','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'995763','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'597734','Qua','qui','ablative','NULL','Qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'1041691','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'547286','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'553697','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'588391','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1043827','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1037875','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'354384','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'593385','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'567231','qua','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.415\'>Text<\/a>','qua','feminine','singular','pronoun','p-s---fb-','1','urn:cts:latinLit:phi0959.phi006:1.415','pronoun'
'595844','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'352462','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1043809','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'354385','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1043814','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'547254','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1041652','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'352454','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'350990','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'354393','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'553734','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'588343','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'597946','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'547084','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'588352','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'593603','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354401','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'348970','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.7\'>Text<\/a>','qui','masculine','plural','pronoun','p-p---mn-','1','urn:cts:latinLit:phi0448.phi001:2.7','pronoun'
'549577','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354407','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043796','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1041867','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'591453','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'351148','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'547104','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'352232','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'593629','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1036011','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043788','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'348985','quorum','qui','genitive','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.7\'>Text<\/a>','quorum','masculine','plural','pronoun','p-p---mg-','1','urn:cts:latinLit:phi0448.phi001:2.7','pronoun'
'547091','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'995570','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'1416964','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'553937','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1039849','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'591419','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1036053','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'569193','qua','qui','ablative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.687\'>Text<\/a>','qua','feminine','singular','pronoun','p-s---fb-','1','urn:cts:latinLit:phi0959.phi006:1.687','pronoun'
'997786','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1036050','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1045721','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'547042','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'551474','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'351180','quam','qui','NULL','NULL','quam','NULL','NULL','adverb','d--------','1','NULL','adverb'
'1037926','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'593596','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'995609','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'547057','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'354479','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'549506','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'553843','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'547150','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'348900','Quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.5\'>Text<\/a>','Quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0448.phi001:2.5','pronoun'
'995631','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'595696','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'348912','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.5\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0448.phi001:2.5','pronoun'
'1039962','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'591368','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1045609','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'351076','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1041822','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'588272','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'549536','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'352297','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'593554','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'997841','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'351125','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'553881','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'549482','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'591359','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'995653','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'547132','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'549489','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1036106','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'549495','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'354524','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'588295','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'597900','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'352334','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1039922','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354515','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'593524','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'352620','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1043652','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1038091','quibus','qui','ablative','NULL','quibus','masculine','plural','pronoun','p-p---mb-','1','NULL','pronoun'
'551873','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1043664','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'597548','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'1035886','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1038084','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'352613','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'354558','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'553508','cuius','qui','genitive','NULL','cuius','masculine','singular','pronoun','p-s---mg-','1','NULL','pronoun'
'997345','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'568851','quae','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.642\'>Text<\/a>','quae','feminine','singular','pronoun','p-s---fn-','1','urn:cts:latinLit:phi0959.phi006:1.642','pronoun'
'595640','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'354536','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1041482','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'591840','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1045814','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'595622','qua','qui','nominative','NULL','qua','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'597566','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'1043624','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'553547','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'546932','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'591777','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'553539','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'348876','quos','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0448.phi001:2.5\'>Text<\/a>','quos','masculine','plural','pronoun','p-p---ma-','1','urn:cts:latinLit:phi0448.phi001:2.5','pronoun'
'1035925','quibus','qui','ablative','NULL','quibus','feminine','plural','pronoun','p-p---fb-','1','NULL','pronoun'
'1043638','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'551857','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'997404','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
